DISTRITO;PROVINCIA;ZONA;NOMBRE DE LA INSTITUCIÓN;SOSTENIMIENTO;MATRÍCULA EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);PENSIÓN EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);MATRÍCULA EDUCACIÓN INICIAL;PENSIÓN EDUCACIÓN INICIAL;MATRÍCULA EDUCACIÓN BASICA;PENSIÓN EDUCACIÓN BASICA;MATRÍCULA EDUCACIÓN BASICA SUPERIOR;PENSIÓN EDUCACIÓN BASICA SUPERIOR;MATRÍCULA BACHILLERATO;PENSIÓN BACHILLERATO;ESTADO;TELEFONO;SECTOR;DIRECCION;"TERAPIA DE LENGUAJE 
NOMBRE DE CONTACTO";"TERAPIA DE LENGUAJE 
CARGO CONTACTO";"TERAPIA DE LENGUAJE 
EMAIL";"TERAPIA DE LENGUAJE
PROCESO REALIZADO";"TERAPIA DE LENGUAJE
RESPONSABLE";"TERAPIA DE LENGUAJE
FECHA DE CONTACTO";"TL
GENERAL OBSERVACIONES";"TL
FECHA PROXIMO CONTACTO";"PSICOLOGIA
NOMBRE DE CONTACTO";"PSICOLOGIA
CARGO CONTACTO";"PSICOLOGIA
EMAIL";"PSICOLOGIA
PROCESO REALIZADO";"PSICOLOGIA
RESPONSABLE";"PSICOLOGIA
OBSERVACIÓN";"P
GENERAL OBSERVACIONES";"P
FECHA PROXIMO CONTACTO";"VYA
NOMBRE DE CONTACTO";"VYA
CARGO CONTACTO";"VYA
EMAIL";"VYA
PROCESO REALIZADO";"VYA
RESPONSABLE";"VYA
OBSERVACIÓN";"VYA
GENERAL OBSERVACIONES";"VYA
FECHA PROXIMO
 CONTACTO"
09D05;GUAYAS;8;ESCUELA PARTICULAR PIO -PIO;PARTICULAR;;;042;067;41,72;66,55;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D05;GUAYAS;8;UNIDAD EDUCATIVA SANTA PAULA & EMILIO UZCATEGUI;PARTICULAR;;;044;070;47,64;76,23;47,64;76,23;56,72;90,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;"""MAYOR HORACIO ZURITA BAYAS""";PARTICULAR;;;029;046;29,41;47,06;29,41;47,06;33,03;52,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ST.VINCENT DE PAUL SCHOOL;PARTICULAR;;;000;000;59,83;95,73;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""PATRIA SOBERANA """;PARTICULAR;;;000;000;30,25;48,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;IE MONILANDIA;PARTICULAR;;;053;085;30,25;48,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR SABIDURIA DE DIOS;PARTICULAR;;;000;000;21,2;41,92;21,2;41,92;21,2;41,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESC. DE ED. BÁSICA PARTICULAR BELLA PRIMAVERA;PARTICULAR;;;017;028;17;27,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA LA FLORIDA;PARTICULAR;;;022;035;21,88;35;28,12;45;28,2;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA DE EDUCACION BASICA PARTICULAR SANDALO;PARTICULAR;;;031;050;30,95;40;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA ABARIS;PARTICULAR;;;034;054;39,38;63;52,5;84;63,43;101,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;I E DAVID PAUL AUSUBEL;PARTICULAR;;;090;143;82,45;143,4;81,4;130,36;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA ANGEL CALDERON LUCES;PARTICULAR;;;050;079;49,68;79,49;49,68;79,49;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL SAN BENILDO LA SALLE;FISCOMISIONAL;;;000;000;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;U.E. SAN BENILDO LA SALLE;PARTICULAR;;;000;000;0;0;33,28;53,24;38,52;61,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;Escuela de Educación Básica Galo Plaza Lasso;PARTICULAR;;;034;055;31,85;50,96;3,19;50,96;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR REPÚBLICA DE SUIZA;PARTICULAR;;;026;042;29,85;47,76;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;SANTA NARCISA DE JESUS;PARTICULAR;;;032;052;32;30;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA BASICA MIXTA PARTICULAR OSITO CARIÑOSO;PARTICULAR;;;037;050;37,48;50;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;"ESUELA DE EDUCACIÓN BÁSICA GENERAL ""JUAN SEBASTIÁN BACH""";PARTICULAR;;;000;000;20,76;42,82;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""PEDRO MONCAYO ESPARZA""";PARTICULAR;;;000;000;0;0;33,65;53,83;33,65;53,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA DELFOS;PARTICULAR;;;130;208;140,88;225,4;140,88;225,4;154,08;246,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR JAVIER;PARTICULAR;;;252;403;269,21;430,74;269,21;430,74;269,21;430,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;MATILDE HIDALGO DE PROCEL;PARTICULAR;;;042;040;42;40;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA DE EDUCACION BASICA PARTICULAR BILLIKEN;PARTICULAR;;;089;142;92,71;148,33;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA 12 DE ABRIL;PARTICULAR;;;041;066;41,39;66,23;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;"ESCUELA DE EDUCAION BASICA PARTICULAR ""SANTIAGO DE GUAYAQUIL""";PARTICULAR;;;039;062;38,7;61,92;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR A DISTANCIA PCEI PADRE JUAN DE VELASCO;PARTICULAR;;;000;000;0;0;23,88;38,21;23,88;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR DR. AGUSTIN CUEVA TAMARIZ;PARTICULAR;;;038;061;38,11;60,98;38,11;60,98;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESC.EDU.BAS. RAYITOS DE ESPERANZA;PARTICULAR;;;022;035;22,05;35,27;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""INSTITUTO INDOALEMAN""";PARTICULAR;;;074;118;73,78;118,05;78,29;125,17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA DE EDUCACION BASICA PARTICULAR NIKOLA TESLA;PARTICULAR;;;075;120;74,66;119,62;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA BIINGUE BOSTON;PARTICULAR;;;118;189;117,98;188,76;117,98;188,76;136,12;217,8;CONTACTADO;0984055553/0993058675;;Brisas 104, Miraflores, Gye-ECU;Geanella Villamar;Directora;preescolar@ueboston.com / comunicaciones@ueboston.com;CORREO ENVIADO;SOFIA;14/04/2025;SOLO RESPONDE POR CORREO;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;Escuela de Educación Básica Fiscomisional María Reina de Fe y Alegría;fiscomisional;;;015;025;16,25;26;16,25;26;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;U.E. PARTICULAR AMERICANO DE GUAYAQUIL;PARTICULAR;;;307;491;333,82;534,11;366,13;585,8;366,13;585,8;SEGUIMIENTO;;;;;;;;KARLA;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR BILINGÜE JEFFERSON;PARTICULAR;;;225;360;256,28;410,04;256,28;410,04;298,23;477,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR DE LA ASUNCION;PARTICULAR;;;130;208;130,03;208,04;146,28;234,05;146,28;234,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA MARISCAL SUCRE;PARTICULAR;;;170;271;236,34;378,15;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA ALEGRIA;PARTICULAR;;;034;055;30;35;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;MONTEPIEDRA;PARTICULAR;;;000;000;84,39;135,02;84,39;135,02;84,39;135,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR FUTUROS NAVEGANTES;PARTICULAR;;;040;064;40,2;64,32;40,2;64,32;40,2;64,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA EDUCACION BASICA NUEVO OESTE DIANA BELEN;PARTICULAR;;;025;042;24,98;41,58;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;"CENTRO DE EDUCACION INICIAL ""ARCO IRIS DEL SABER A.B.C.""";PARTICULAR;;;030;048;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;"UNIDAD EDUCATIVA ""ANDRÈS BELLO LÒPEZ """;PARTICULAR;;;104;167;119,04;190,47;119,04;190,47;128,96;206,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA DE EDUCACIÓN BÁSICA REPÚBLICA DE BÉLGICA;PARTICULAR;;;042;067;41,59;66,55;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR SAN JOSEMARÍA ESCRIVÁ;PARTICULAR;;;048;076;51,25;81,99;51,25;81,99;62,39;99,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PARTICULAR MUNDO AMÉRICA;PARTICULAR;;;000;000;0;0;26,13;41,8;26,13;41,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ESCUELA PARTICULAR LIBROS Y ACUARELAS;PARTICULAR;;;019;030;21,8;34,88;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;U.E. CARDENAL BERNARDINO ECHEVERRIA RUIZ;PARTICULAR;;;073;116;89,04;142,47;89,04;142,47;110,53;176,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ACADEMIA NAVAL ALMIRANTE ILLINGWORTH;PARTICULAR;;;121;193;0;0;120,6;192,95;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ACADEMIA NAVAL ALMIRANTE ILLINGWORTH;PARTICULAR;;;123;197;0;0;0;0;123,1;196,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;ACADEMIA NAVAL ALMIRANTE ILLINGWORTH;PARTICULAR;;;105;168;104,7;167,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D06;GUAYAS;8;UNIDAD EDUCATIVA PCEI ''GRAL. ANTONIO JOSÉ DE SUCRE'';PARTICULAR;;;014;022;0;0;13,5;21,5;13,5;21,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUACIÓN BÁSICA PARTICULAR ""BARTOLOME SALOM""";PARTICULAR;;;014;023;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR ""BERTHA CAMBA DE PALOMEQUE""";PARTICULAR;;;011;017;10,62;17;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""GUAYAS Y QUIL""";PARTICULAR;;;023;036;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR "" CLEMENTE YEROVI INDABURU""";PARTICULAR;;;000;000;34,03;54,45;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR"" GENERAL M. EDELMAN""";PARTICULAR;;;013;020;20;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUACION BASICA PARTICULAR ""JOSE ANTONIO CAMPOS""";PARTICULAR;;;014;022;11,01;16,51;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""SATHYA SAI DE GUAYAQUIL""";PARTICULAR;;;000;000;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR "" RESENA INTRIAGO DE VERDESOTO""";PARTICULAR;;;000;000;21;33,6;21;33,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BASICA PARTICULAR ""NUEVA HUMANIDAD""";PARTICULAR;;;017;027;17;27;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BASICA PARTICULAR"" DRA. MARIA MONTESSORI""";PARTICULAR;;;000;000;18,1;28,96;18,06;28,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA BÁSICA PARTICULAR ""CEFERINO NAMUNCURÁ""";PARTICULAR;;;030;035;30;35;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""AB. JAIME ROLDOS AGUILERA""";PARTICULAR;;;032;051;32,01;51,25;32,01;51,25;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR ""NUEVO CONTINENTE""";PARTICULAR;;;070;080;70;80;70;80;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN GENERAL BÁSICA ""CORONEL MANUEL DE ASCAZUBI""";PARTICULAR;;;022;035;22,16;35,45;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR"" DR. MANUEL AGUSTÍN AGUIRRE RíOS""";PARTICULAR;;;000;000;0;0;20,26;32,42;20,26;32,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR ""NIÑEZ SELECTA""";PARTICULAR;;;000;000;21,66;34,65;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR "" Dr. EDMUNDO DURÁN DIAZ """;PARTICULAR;;;015;020;15;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR ""EL TREBOL""";PARTICULAR;;;022;035;21,88;35;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""JUAN MONTALVO""";PARTICULAR;;;000;000;9,53;15,25;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"JARDIN DE INFANTES PARTICULAR ""MADAGASCAR""";PARTICULAR;;;017;028;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BASICA PARTICULAR ""ALFREDO BAQUERIZO MORENO""";PARTICULAR;;;012;019;12,09;19,34;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"CENTRO DE EDUCACION INICIAL ""MADRE TERESA DE CALCUTA""";PARTICULAR;;;013;021;31,01;49,61;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""INTI RAYMI""";PARTICULAR;;;029;046;28,98;46,37;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""BARTOLOMÉ GARELLI""";PARTICULAR;;;026;042;26,45;42,31;26,45;42,31;26,45;42,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""EJERCITO DE JESUCRISTO""";PARTICULAR;;;010;017;10,31;16,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""NARCISA DE JESUS""";PARTICULAR;;;009;015;9,39;15,02;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR"" MARIETA DE VEINTIMILLA""";PARTICULAR;;;019;030;18,56;29,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""GLADYS MORAN DE
 BUSTAMANTE""";PARTICULAR;;;014;020;13,5;20;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR ""ARTES Y LETRAS""";PARTICULAR;;;000;000;9,98;15,97;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR "" JOSÉ MARÍA EGAS MIRANDA""";PARTICULAR;;;000;000;14,42;23,07;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""MANUELA GARAYCOA DE CALDERON""";PARTICULAR;;;024;038;23,82;38,11;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"CENTRO DE EDUCACIÓN INICIAL PARTICULAR "" LORIS MALAGUZZI """;PARTICULAR;;;020;032;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BASICA PARTICULAR ""LIDERES DEL NUEVO AMANECER""";PARTICULAR;;;000;000;15,43;24,7;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR "" 9 DE OCTUBRE DE 1820""";PARTICULAR;;;000;000;21,51;34,42;21,51;34,42;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""GABRIEL GARCÍA MORENO""";PARTICULAR;;;022;035;23,65;37,84;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"COLEGIO PARTICULAR ""JULIO AGUAYO MOREIRA""";PARTICULAR;;;016;025;0;0;15,88;25,41;15,88;25,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BASICA PARTICULAR ""THEO CONSTANTE""";PARTICULAR;;;012;019;11,69;18,68;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""NUMA POMPILIO LLONA""";PARTICULAR;;;012;020;13,61;21,78;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA ""MARGARITA AMESTOY DE SÁNCHEZ"" EXTENSIÓN MUCHO LOTE 2";PARTICULAR;;;157;251;156,85;250,96;0;0;116,67;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""LATINOAMERICANA""";PARTICULAR;;;023;037;23,28;37,24;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""VEINTICINCO DE OCTUBRE""";PARTICULAR;;;000;000;13,36;21,38;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR "" JOHANN HERBART""";PARTICULAR;;;041;066;47,72;76,35;47,72;76,35;47,72;76,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR ""CARLOS ORDOÑEZ GOETTA""";PARTICULAR;;;000;000;22;35,57;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""JOAQUIN GALLEGOS LARA""";PARTICULAR;;;014;022;15,94;25,5;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR "" DR. JOHN DEWEY""";PARTICULAR;;;012;022;11,66;21,86;11,66;21,86;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR "" MARTIN LUTHER KING""";PARTICULAR;;;029;046;28,66;45,86;0;45,86;28,66;45,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""ANTARTICA""";PARTICULAR;;;024;038;26,49;42,38;26,49;42,38;26,4;42,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""SOFOS""";PARTICULAR;;;056;090;56,34;90,15;56,34;90,15;56,34;90,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR ""MIGUEL ANGEL LEON PONTON""";PARTICULAR;;;000;000;19,56;31,31;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA EDUCACIÓN BÁSICA PARTICULAR ""DRA. GUADALUPE LARRIVA
 GONZALEZ""";PARTICULAR;;;015;024;15,13;24,21;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""DONCELLA DE NOBOL""";PARTICULAR;;;016;026;16,01;25,62;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""PAULO FREIRE""";PARTICULAR;;;049;079;51,07;81,72;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA ""MARGARITA AMESTOY DE SÁNCHEZ""";PARTICULAR;;;101;162;106,07;169,72;106,07;169,72;116,67;186,67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""10 DE AGOSTO""";PARTICULAR;;;027;043;27;43,25;28;44,8;28;44,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""ANCON""";PARTICULAR;;;031;050;30,94;49,5;30,94;49,5;30,94;49,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"UNIDAD EDUCATIVA PARTICULAR ""CIUDAD DE PEDREGUER""";PARTICULAR;;;017;027;17,15;27,44;17,15;27,44;23,82;38,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BÁSICAPARTICULAR ""MARQUEZ DE SELVA ALEGRE""";PARTICULAR;;;020;031;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN GENERAL BÁSICA PARTICULAR ""EDUMUNDO""";PARTICULAR;;;018;027;18;27;18;27;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA BASICA PARTICULAR ""ROSANGELA""";PARTICULAR;;;000;000;21;35;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""RAFAEL MENDOZA AVILÉS""";PARTICULAR;;;014;022;13,8;22,08;13,8;22,08;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BASICA PARTICULAR ""25 DE JULIO DE 1938""";PARTICULAR;;;013;021;13,36;21,38;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACION BÁSICA PARTICULAR ""SAN JERONIMO EMILIANI""";PARTICULAR;;;022;035;21,79;34,87;21,79;34,87;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09D07;GUAYAS;8;"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""GASPAR DE VILLARROEL""";PARTICULAR;;;000;000;18,45;29,55;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
